! NanoVNA-App
! Date: 2024-06-24 16:41:53
! Start: 1.00MHz  Stop: 2.00GHz  Points: 301
! S-Parameter data: F S11
# Hz S RI R 50
Frequency           S11_Real           S11_Imag           S21_Real           S21_Imag           S12_Real           S12_Imag           S22_Real           S22_Imag
3.40000000E+2      5.86026967E-1      3.47583071E-1      9.20259042E-1      8.16151994E-1      4.35995942E-1      3.03295935E-1      9.00633591E-1      4.14240641E-1
3.41000000E+2      7.82852774E-1      9.44950118E-1      5.12722504E-1      3.08079378E-1      8.36509043E-1      8.20109117E-1      2.56877764E-1      9.43101439E-1
3.42000000E+2      1.58675668E-1      8.02324159E-1      2.49187325E-1      8.46702539E-1      8.71962217E-2      9.78858104E-1      4.62526599E-1      7.99966133E-1
3.43000000E+2      2.63813882E-1      9.35242777E-1      8.11825453E-1      6.33305225E-1      6.35412208E-1      3.50936673E-1      4.27023654E-1      4.13590940E-1
3.44000000E+2      1.73670829E-1      6.86908883E-1      2.87193138E-1      6.60093364E-1      6.16179342E-1      2.77653457E-2      3.98824229E-1      4.59709882E-1
3.45000000E+2      4.98680248E-1      9.06599737E-1      9.70588380E-1      3.91307788E-1      6.65661862E-2      5.29950433E-2      7.21893681E-1      4.71157158E-1
3.46000000E+2      3.48314438E-2      3.61346428E-1      4.92650082E-1      4.88443133E-1      1.19118566E-1      9.55478514E-1      2.43076847E-2      2.79253702E-1
3.47000000E+2      7.32171806E-1      5.19206623E-1      9.55779745E-1      4.92688135E-1      1.46230500E-1      1.68190452E-1      6.08031258E-1      2.07769177E-1
3.48000000E+2      3.07271246E-1      2.69008646E-1      7.88560789E-1      1.30765258E-1      2.91266479E-1      1.31977644E-1      8.79639105E-1      5.28083485E-1
3.49000000E+2      6.67045127E-1      7.49936019E-1      7.38892830E-1      6.99079196E-1      3.83510216E-1      4.92717705E-1      9.32664603E-1      6.61494400E-1
3.50000000E+2      6.30225645E-2      6.21789844E-1      8.78226849E-1      2.10566248E-2      6.12812417E-1      4.06918849E-1      3.64210329E-1      5.25889347E-3
3.51000000E+2      3.17546211E-1      8.27447984E-2      8.59514804E-1      6.96166638E-1      1.37669714E-1      6.75057784E-2      3.44791330E-1      6.35219874E-1
3.52000000E+2      7.51375926E-1      8.91823147E-1      8.18717430E-1      9.46157765E-1      9.12442899E-1      1.30499059E-1      9.40839561E-1      6.98338680E-3
3.53000000E+2      1.05266203E-2      5.71573718E-2      1.76709657E-2      2.15234743E-1      1.71638081E-2      7.23858042E-1      7.95894900E-2      5.02332513E-1
3.54000000E+2      9.60210420E-1      1.13461932E-1      9.35321763E-1      6.00825097E-1      5.65922929E-1      2.92809584E-1      9.40784309E-1      8.80967898E-1
3.55000000E+2      8.58080233E-1      6.52660559E-1      5.85643403E-1      7.31672731E-2      6.69947385E-1      4.52353344E-1      3.10079087E-1      5.37183408E-1
3.56000000E+2      1.39394589E-1      8.52727043E-1      6.74856596E-1      2.80935599E-1      5.18689299E-1      3.77244670E-1      2.22808499E-1      9.67385435E-1
3.57000000E+2      5.06034379E-1      9.59147522E-1      6.19570255E-1      2.57795195E-1      2.43387357E-1      8.16933468E-1      7.17288872E-1      1.93332202E-1
3.58000000E+2      1.13998486E-1      2.28209272E-2      5.09539444E-1      3.08611217E-1      1.18037766E-1      2.41705663E-1      5.98741212E-1      7.23284078E-1
3.59000000E+2      6.55815736E-1      6.90147766E-1      4.24574187E-1      2.38402371E-1      3.68303385E-1      3.98975208E-1      5.45623259E-1      4.26122707E-1
3.60000000E+2      3.95691667E-1      1.26748564E-1      4.62185149E-2      5.93327813E-1      9.51926601E-1      7.85321952E-1      1.80697568E-1      4.20545022E-1
3.61000000E+2      5.12589738E-1      4.28675910E-1      8.13716328E-1      6.72890565E-1      5.77894148E-1      9.48307937E-1      5.45436558E-1      7.27125279E-1
3.62000000E+2      7.46956974E-3      7.10781269E-1      9.73967067E-1      6.79369972E-1      2.13226665E-1      4.68985796E-1      7.75507892E-1      5.42323953E-1
3.63000000E+2      5.97581066E-1      2.11148284E-1      2.44715206E-1      7.95469412E-3      4.35259085E-1      2.93223261E-1      1.18259575E-1      2.62680977E-1
3.64000000E+2      5.08641498E-1      8.59850841E-1      3.90314630E-1      1.29158148E-1      4.76598401E-1      6.69596789E-1      1.70726850E-1      4.94337962E-1
3.65000000E+2      7.43361676E-2      5.29419641E-1      6.19545890E-1      4.89975875E-1      5.53592928E-1      1.14039990E-1      9.92014056E-2      1.50805369E-1
3.66000000E+2      3.17452519E-1      6.22510977E-1      4.67925178E-1      1.35378577E-1      6.64601812E-1      1.67146134E-1      9.96722992E-1      4.39884746E-1
3.67000000E+2      7.69370377E-1      1.98410495E-1      1.44846819E-3      6.91348660E-1      7.32950581E-1      6.60935557E-1      2.51374670E-1      2.94916522E-1
3.68000000E+2      9.28390086E-1      2.56556607E-1      6.40095581E-1      9.57109269E-1      5.87852581E-1      1.78228334E-1      4.16722320E-1      5.98677796E-1
3.69000000E+2      8.47090103E-1      4.32811816E-1      9.12282241E-1      8.10834396E-1      3.23403449E-1      1.98488635E-1      5.19977946E-1      7.78903488E-1
3.70000000E+2      9.82895379E-1      7.84269711E-1      9.35075790E-1      3.73677265E-1      5.26117239E-1      5.03581095E-1      4.40218010E-1      7.70633284E-1
3.71000000E+2      3.55322595E-1      5.09220572E-1      9.81513885E-1      3.11246771E-1      7.19980726E-1      3.15159588E-1      5.96394753E-1      2.91755605E-1
3.72000000E+2      1.32659612E-1      9.12677025E-1      4.93073648E-1      3.68233081E-1      4.73770973E-1      6.50773332E-1      6.73785228E-1      7.75360278E-1
3.73000000E+2      6.58116136E-1      2.79621532E-1      9.39966284E-1      9.86972733E-1      1.33257404E-1      3.73604959E-2      3.69694890E-1      6.19988228E-1
3.74000000E+2      6.34981517E-1      8.21534853E-1      4.83424001E-1      4.78228167E-1      6.53839784E-1      5.74783812E-1      4.86445445E-1      5.93196223E-1
3.75000000E+2      8.47571647E-1      1.20948943E-1      2.36775768E-1      2.44561043E-1      6.28367302E-1      2.18330780E-1      2.65066998E-1      1.05537846E-1
3.76000000E+2      9.59103528E-1      2.13227455E-1      5.63246407E-1      4.71163411E-1      5.70265405E-1      7.92002373E-1      2.50489547E-1      7.23529403E-1
3.77000000E+2      3.24097815E-1      6.30625583E-1      8.44617081E-1      2.89102593E-1      9.83919007E-1      9.37186276E-1      9.75496635E-1      2.11615083E-2
3.78000000E+2      9.22024379E-1      3.24020090E-1      4.99776441E-1      9.12390265E-1      5.73615229E-1      3.78891468E-1      5.78185845E-1      8.58938804E-1
3.79000000E+2      4.94522437E-1      2.89818455E-1      4.50433472E-1      3.00730159E-1      7.56012945E-1      6.19596276E-2      8.47646542E-1      2.64383354E-1
3.80000000E+2      9.04667456E-1      1.26785136E-1      8.71781990E-1      1.04989161E-1      5.51408339E-1      5.35793317E-1      4.17498855E-1      1.86666058E-1
3.81000000E+2      3.70706368E-1      9.97057301E-1      4.94065856E-1      3.04791859E-2      9.94742394E-1      1.33530973E-1      2.81329382E-1      9.01719557E-1
3.82000000E+2      9.00517495E-1      5.14533816E-1      3.75637103E-1      6.03254062E-1      6.23969621E-1      2.56415587E-1      1.05397828E-1      2.08926883E-1
3.83000000E+2      3.29608214E-1      8.48769491E-1      8.04338880E-2      7.78754270E-1      5.54253327E-2      9.52600110E-1      2.68050995E-1      2.92519147E-1
3.84000000E+2      5.62748873E-1      8.71580741E-1      6.69357630E-1      9.96748830E-1      3.27540094E-1      6.01956386E-1      9.67591783E-1      4.30561399E-1
3.85000000E+2      2.92578547E-1      2.61108130E-2      9.79451875E-2      8.89398246E-1      6.84940763E-2      6.79754269E-3      7.59244762E-1      2.86916853E-1
3.86000000E+2      8.88465488E-1      9.94181278E-1      5.13336260E-1      9.58455254E-1      5.45991314E-1      3.21566420E-1      1.01086851E-1      9.19352687E-1
3.87000000E+2      8.32857219E-2      8.81846680E-2      3.15658691E-1      9.14454047E-1      2.28980161E-1      6.76566989E-1      8.28180465E-3      9.25652211E-1
3.88000000E+2      1.96625639E-1      7.78168123E-1      9.05047601E-1      3.06826255E-1      1.37997363E-1      6.14748056E-1      8.86154405E-1      1.47311949E-1
3.89000000E+2      8.59100507E-1      6.19685606E-1      9.10198703E-1      2.72302886E-1      6.04885136E-1      5.17371710E-1      3.98247648E-1      7.17424740E-1
3.90000000E+2      2.65280060E-1      3.02131574E-1      4.27822994E-1      9.31506740E-2      8.64105177E-1      4.92235476E-1      4.18849930E-1      6.19938727E-1
3.91000000E+2      1.32188817E-1      6.76621807E-1      2.27066541E-1      3.81412699E-1      8.85573952E-1      5.05504694E-1      2.60882484E-1      7.32502636E-1
3.92000000E+2      8.15041245E-1      3.37844084E-1      9.18932844E-1      6.25230235E-1      1.40478123E-1      6.90063876E-1      6.51274634E-1      9.06254042E-1
3.93000000E+2      1.60097674E-1      6.49160817E-1      7.66822251E-1      5.54096663E-1      1.97764802E-1      1.88396096E-1      3.72753340E-1      7.43748889E-1
3.94000000E+2      4.54553690E-1      7.62390978E-1      5.39143383E-1      5.57320483E-1      6.16404358E-1      5.55326949E-1      9.64551199E-1      6.04867093E-1
3.95000000E+2      9.24452562E-1      3.56659749E-1      3.75816655E-1      6.21816494E-1      1.27226126E-1      3.82784028E-1      3.68249834E-1      6.17543576E-1
3.96000000E+2      6.60070622E-1      5.57174401E-1      9.83886776E-1      2.05748928E-1      9.67013274E-1      9.92111685E-1      1.61574018E-1      8.41236923E-1
3.97000000E+2      4.21894475E-1      3.09671251E-1      8.24894504E-1      2.69982416E-1      9.92496590E-1      3.31785509E-1      8.51280327E-1      5.70455913E-2
3.98000000E+2      5.04599205E-1      4.22019961E-1      9.62738037E-1      1.35683645E-1      5.32186315E-1      6.37578233E-1      1.05676725E-2      8.62545319E-1
3.99000000E+2      9.47055759E-1      8.05660228E-1      7.23048481E-1      7.95389400E-2      2.76743445E-1      2.98694806E-1      9.59333234E-1      5.97515975E-1
4.00000000E+2      6.37534979E-1      5.10996055E-1      1.34435413E-1      2.42346940E-1      1.69609379E-1      4.09545443E-1      8.07549052E-1      5.63522261E-1
4.01000000E+2      6.38139705E-1      6.98069942E-1      4.03023462E-1      6.62014900E-1      3.82287872E-1      6.57307734E-1      4.28140845E-1      8.88132986E-1
4.02000000E+2      2.01087148E-1      8.82593213E-1      1.36181116E-1      3.37122784E-1      9.36488231E-1      3.02701776E-2      3.60520445E-1      9.03383202E-2
4.03000000E+2      6.63101973E-1      3.92878728E-1      2.78713213E-1      6.89758049E-2      3.95420727E-2      7.77778382E-1      1.35709113E-1      3.87317727E-1
4.04000000E+2      4.54847010E-1      3.37711151E-1      3.32001640E-1      2.82354524E-1      3.15335009E-1      5.99608403E-1      3.97231328E-1      4.89953988E-1
4.05000000E+2      4.90321322E-1      5.08528579E-1      6.11843182E-2      5.58330781E-1      6.71566204E-1      4.22793356E-1      7.51395098E-1      2.75066386E-1
4.06000000E+2      8.32992492E-1      5.33269266E-1      7.55384510E-1      5.03463653E-1      6.41134195E-1      6.71444437E-2      5.31601900E-1      4.91762480E-1
4.07000000E+2      6.01323971E-1      6.88424046E-1      7.80305273E-1      2.97614530E-1      4.30712551E-1      1.63397453E-1      3.58689388E-1      4.37409344E-1
4.08000000E+2      9.32957787E-1      9.50661561E-1      4.95147713E-1      7.52554155E-2      2.65716006E-1      4.69043350E-1      3.74109465E-1      9.37107343E-1
4.09000000E+2      4.81245769E-2      4.17287260E-1      8.34962592E-1      6.68506772E-1      9.67286811E-1      9.71976746E-1      7.29398815E-1      3.81866025E-1
4.10000000E+2      6.74727887E-1      9.01421851E-1      5.66647953E-1      9.44243035E-1      5.99478534E-2      3.17655216E-3      8.39829034E-1      1.81271507E-1
4.11000000E+2      8.04458569E-1      9.87207739E-1      4.74668665E-1      7.33409385E-1      7.77998103E-2      3.96882758E-1      7.99668172E-1      1.40730175E-1
4.12000000E+2      1.68824222E-2      9.01197597E-1      3.69881233E-1      9.51313417E-1      9.12617811E-1      5.58743059E-1      9.96296827E-1      9.65274425E-2
4.13000000E+2      3.72058618E-1      7.88048780E-1      2.97013837E-1      8.28353338E-1      8.29591758E-2      1.73802986E-1      3.72768979E-1      1.71144195E-1
4.14000000E+2      9.30081114E-1      5.96285908E-1      9.56471017E-1      9.17376524E-2      6.18843055E-2      7.66055100E-1      9.26684288E-1      7.23029078E-1
4.15000000E+2      1.91734267E-1      7.09982642E-1      9.79862699E-1      3.88223838E-1      9.62034602E-1      2.85623352E-1      3.34415244E-1      8.76705038E-1
4.16000000E+2      7.57289657E-1      2.52231317E-1      1.82399394E-1      5.71895948E-1      1.06040728E-1      5.22531305E-1      7.63534937E-1      1.25179088E-2
4.17000000E+2      9.51391528E-1      6.88881035E-1      4.01118401E-1      5.42500855E-1      8.02563245E-1      7.47918997E-1      6.27855564E-1      4.13954299E-1
4.18000000E+2      1.04647934E-1      7.68095340E-1      2.52649167E-2      1.66482922E-1      1.00802988E-1      3.77798283E-1      8.76890226E-1      5.20602059E-1
4.19000000E+2      2.94780151E-1      6.83819238E-1      3.20454256E-1      7.61670758E-1      1.38261090E-1      2.88262198E-1      3.27311758E-1      2.14618910E-1
4.20000000E+2      9.91779892E-1      6.69448474E-1      1.55610899E-1      4.96300222E-1      6.18213183E-1      5.57868814E-1      2.81392630E-1      8.97239308E-1
4.21000000E+2      9.34818917E-1      8.57523449E-1      5.34162860E-1      5.89434372E-1      5.75075425E-1      7.75140585E-1      1.19442157E-1      6.03410235E-1
4.22000000E+2      1.92627011E-1      9.36318822E-2      6.22167569E-1      1.90563110E-1      9.51959599E-2      8.01853903E-1      8.32917968E-1      5.83612660E-2
4.23000000E+2      7.66196400E-1      5.11103389E-1      5.70065782E-2      3.61016898E-1      7.13469551E-1      8.54530556E-1      9.86174798E-1      1.86280966E-2
4.24000000E+2      4.10761819E-1      1.65251065E-1      1.27849386E-1      6.06355298E-2      3.59636184E-1      7.82583715E-2      2.40590781E-1      3.02371054E-1
4.25000000E+2      1.99671641E-1      9.18711691E-1      5.88739678E-1      1.55133246E-1      1.24631359E-1      6.06884439E-1      3.55916593E-1      6.86767462E-1
4.26000000E+2      2.30180802E-1      5.34336804E-1      9.90696423E-1      4.44972568E-1      2.23721270E-1      3.10022941E-1      9.18814784E-1      9.46417538E-1
4.27000000E+2      1.09891888E-2      8.24923647E-1      8.50129265E-1      7.46974393E-1      1.63352249E-1      9.12951855E-1      1.64879706E-1      2.61977419E-1
4.28000000E+2      9.07933706E-1      2.94127459E-1      1.84406598E-1      7.47989939E-1      3.03187407E-1      9.81494313E-1      5.16526533E-1      5.37649845E-1
4.29000000E+2      9.95815262E-1      3.30602894E-1      3.05395312E-1      2.72498135E-1      2.47216793E-1      6.50091559E-1      7.48586019E-2      1.79790621E-1
4.30000000E+2      4.76439563E-1      3.83747337E-1      4.80823615E-1      4.60177111E-1      3.93819851E-1      6.44469352E-1      7.89479231E-1      8.68987320E-2
4.31000000E+2      3.56175461E-1      7.73362681E-1      1.39412209E-1      6.02987756E-1      8.40845734E-1      1.07534406E-1      5.83566673E-1      7.15282039E-1
4.32000000E+2      6.28200165E-1      3.46593277E-1      4.87366557E-1      2.52502344E-1      5.44887150E-1      8.21998579E-1      6.76623079E-1      3.05570277E-1
4.33000000E+2      7.15689578E-1      9.17141137E-1      8.07715570E-1      2.01628220E-1      8.66566513E-1      9.06106962E-2      2.04049141E-1      9.22653678E-1
4.34000000E+2      7.24733228E-1      9.75340272E-1      2.10750703E-1      3.22682205E-1      2.62713864E-1      4.53545160E-1      6.56057258E-1      8.90015752E-1
4.35000000E+2      2.17070131E-2      1.42579839E-1      9.69847632E-1      1.26302814E-1      3.71018257E-1      8.90680571E-1      4.17284564E-1      1.58869606E-1
4.36000000E+2      6.03574817E-1      7.13508642E-1      2.18726814E-1      6.30278846E-1      7.74105116E-1      1.36050813E-1      2.81354368E-1      8.35895039E-1
4.37000000E+2      5.80943482E-1      1.48231024E-2      1.78671266E-1      7.30429337E-1      4.79285526E-1      4.56793211E-1      8.31763768E-1      8.16259890E-1
4.38000000E+2      1.67761000E-1      9.90777393E-2      4.57604936E-1      5.12478086E-1      9.48631171E-1      1.66117814E-1      2.37668938E-1      7.39232649E-1
4.39000000E+2      7.67502704E-1      2.64730123E-1      1.70880247E-1      6.20361089E-1      3.05389960E-1      9.12496664E-1      3.47747039E-2      9.07780712E-1
4.40000000E+2      4.48920490E-2      6.14123635E-1      1.17699372E-1      5.45993332E-1      6.41020751E-1      2.49611357E-1      1.53476564E-1      8.23428907E-1
4.41000000E+2      8.69050634E-1      4.90600216E-2      4.09155389E-1      7.07738216E-1      2.23577219E-1      7.33442291E-1      4.25790937E-1      8.95349665E-1
4.42000000E+2      2.04473608E-2      2.18945599E-1      1.45069257E-1      7.00468324E-1      8.89950397E-2      6.67063387E-1      7.02997183E-2      3.54096267E-1
4.43000000E+2      6.70554996E-1      4.16165129E-1      5.98884854E-2      6.28066885E-1      4.10488753E-1      9.50137131E-1      7.90043278E-1      2.60826260E-1
4.44000000E+2      2.43124837E-1      2.17323265E-1      2.70903115E-1      1.06961658E-1      7.95108319E-1      7.93792598E-2      1.74828331E-1      9.11530227E-1
4.45000000E+2      9.19552217E-1      4.03549500E-1      5.25210771E-1      2.27186752E-1      7.54303029E-1      4.08443541E-1      9.14060042E-1      9.12492173E-1
4.46000000E+2      1.34700894E-1      2.81115838E-1      9.27973746E-2      2.03135007E-1      6.48256825E-1      8.83665967E-1      6.11320045E-1      5.86913068E-1
4.47000000E+2      5.44663907E-2      6.27082778E-2      4.75694100E-1      5.02571004E-1      9.83339866E-1      3.10535873E-1      8.03157002E-2      4.45615031E-2
4.48000000E+2      5.75683424E-1      7.69328834E-1      5.24895278E-1      2.57217028E-1      3.84529483E-1      4.03769473E-1      7.56577106E-1      3.64918632E-2
4.49000000E+2      2.85310138E-1      2.02336684E-1      1.83194479E-2      5.76876456E-1      7.80077155E-1      4.88098827E-1      3.48954987E-1      5.11646440E-1
4.50000000E+2      3.95020043E-1      6.32148182E-1      6.40453391E-2      4.66010920E-1      1.48495475E-1      7.16429300E-1      2.70631775E-1      6.33209464E-1
4.51000000E+2      8.17082133E-1      8.57521422E-1      2.23224759E-1      7.37529724E-1      4.69132914E-2      3.73101079E-2      5.95371210E-1      9.62929911E-1
4.52000000E+2      3.19424177E-1      1.18394185E-1      3.01441122E-1      2.99258826E-1      7.23473480E-1      1.86214851E-1      9.59869363E-1      2.49663075E-1
4.53000000E+2      8.03731704E-1      4.36082381E-1      1.74430398E-1      1.78246130E-1      1.27505405E-1      7.68219734E-1      9.58826040E-1      5.85686382E-1
4.54000000E+2      1.33163394E-1      3.46502499E-1      1.87137650E-1      9.80121495E-1      2.03383974E-1      9.89358104E-1      8.02706989E-2      5.82748373E-1
4.55000000E+2      2.32550381E-2      3.97949922E-1      2.87079119E-1      7.94896851E-1      6.44359314E-1      4.72167338E-1      2.52130468E-1      7.29261964E-1
4.56000000E+2      2.37555258E-1      6.03738973E-1      1.50408618E-1      3.45027441E-1      4.30875002E-1      1.49063611E-1      3.91654366E-1      5.97720559E-1
4.57000000E+2      1.82043089E-1      1.09595855E-1      7.39255355E-1      7.38131675E-1      5.58351666E-1      1.00601831E-1      2.35328613E-1      4.87002496E-1
4.58000000E+2      6.86311374E-1      5.58884562E-1      1.71198510E-1      2.16933613E-1      5.63682659E-1      2.54630056E-2      4.45631512E-1      5.82122412E-1
4.59000000E+2      6.87668488E-1      7.54529880E-1      9.74223626E-1      9.06098157E-1      6.90963415E-1      8.55143743E-2      6.07095620E-1      5.01498871E-1
4.60000000E+2      8.96702924E-1      2.62378269E-1      2.46808877E-1      8.80237587E-1      7.58315441E-1      3.80233415E-1      2.28982020E-1      2.88664335E-1
4.61000000E+2      6.75642563E-1      8.95533557E-1      1.67362798E-1      5.60149450E-1      1.66518350E-1      6.14522520E-1      2.10287256E-1      9.46668734E-1
4.62000000E+2      9.79884194E-1      6.41316781E-1      3.87669173E-1      1.83074919E-1      1.88919815E-1      7.06460479E-1      5.02343908E-1      8.42111416E-1
4.63000000E+2      4.50452421E-1      8.40904799E-1      7.32610260E-1      6.29726581E-1      1.29455944E-1      5.52184368E-1      1.43293974E-1      5.48141065E-1
4.64000000E+2      5.22043600E-1      3.97373857E-1      3.96048797E-1      9.65962123E-3      3.99609305E-1      3.25909312E-1      5.87725159E-1      3.44661818E-2
4.65000000E+2      3.86032696E-1      5.58397482E-1      5.08988228E-1      9.99437130E-1      4.97269926E-1      1.28105713E-1      1.01829420E-1      4.14933667E-1
4.66000000E+2      4.50506602E-1      6.61914898E-1      5.21461295E-1      4.46037146E-1      4.71913580E-1      2.29090728E-1      4.14160252E-1      6.66754105E-1
4.67000000E+2      4.32243221E-1      9.97474030E-1      8.69566503E-1      6.85659848E-1      8.64211258E-2      4.30589235E-1      8.64744063E-2      5.21441408E-1
4.68000000E+2      3.19743237E-1      9.51677677E-1      9.61276301E-1      1.01913073E-1      6.51939815E-1      2.82605882E-1      5.68742609E-1      4.29926739E-1
4.69000000E+2      8.16827773E-1      7.60165040E-1      3.54017484E-1      4.00632478E-1      1.86545597E-1      6.32892345E-1      8.84883916E-1      8.62334178E-1
4.70000000E+2      9.13063690E-1      9.44584176E-1      8.26998604E-1      1.71385840E-1      3.19356406E-1      3.19748327E-1      1.96564364E-1      2.41536650E-1
4.71000000E+2      6.09569027E-1      8.27404718E-1      8.57810349E-2      7.96926926E-2      8.27298856E-1      1.60668574E-1      8.45292664E-1      1.19356502E-1
4.72000000E+2      4.74649542E-1      2.51944264E-1      6.12934046E-1      9.89896522E-1      2.69005985E-1      5.01023648E-1      5.91875341E-1      5.34998004E-1
4.73000000E+2      8.53990739E-1      3.15159252E-1      6.49090582E-1      6.97491934E-2      4.95449976E-1      2.82426462E-1      5.49252850E-1      1.74490395E-1
4.74000000E+2      4.10281112E-1      3.07477846E-1      7.88861909E-1      7.29195576E-1      7.96869776E-1      3.82880784E-1      4.09673219E-1      7.04806934E-1
4.75000000E+2      3.94187123E-1      7.32845128E-1      9.07665034E-1      7.43903973E-1      6.16367652E-1      6.85602574E-1      9.83162784E-1      3.41766398E-1
4.76000000E+2      3.92646960E-1      2.42592554E-1      9.63330927E-1      8.85382476E-1      8.84317868E-1      2.52229432E-1      2.26940698E-1      2.06239894E-1
4.77000000E+2      5.17042092E-1      3.40526642E-1      9.78285735E-2      5.04570160E-1      4.05237070E-1      2.01286250E-1      8.96298160E-1      2.29458396E-1
4.78000000E+2      8.50911699E-1      9.37825677E-1      3.47343932E-1      9.45998306E-1      6.67033035E-1      4.82274155E-1      3.53366084E-1      5.97175501E-1
4.79000000E+2      5.67307064E-2      9.02527932E-1      6.37963552E-1      1.88446640E-1      6.93598725E-1      4.25761855E-1      7.75889128E-1      5.19365983E-1
4.80000000E+2      5.70325392E-1      8.82829034E-1      3.51448363E-1      7.94020139E-1      9.02658148E-1      6.64582021E-1      7.01722663E-1      1.64643424E-1
4.81000000E+2      5.75073482E-1      2.34076104E-1      4.06560007E-1      7.83756425E-1      5.48281909E-2      3.12659782E-1      9.93623379E-1      3.02865945E-2
4.82000000E+2      7.29833582E-1      3.11352993E-1      9.15086645E-2      7.72559822E-1      5.16579891E-1      2.37204253E-1      8.89170882E-1      3.76575717E-1
4.83000000E+2      5.80229479E-1      5.81306081E-1      5.61605588E-1      9.98748239E-2      2.11653352E-1      2.32204930E-1      8.99786588E-1      8.80558307E-2
4.84000000E+2      6.11597458E-1      5.85473185E-1      7.80171404E-2      2.20730158E-1      3.04479369E-1      5.07701554E-1      3.83412806E-1      3.81489019E-1
4.85000000E+2      9.62511716E-1      4.32539835E-1      8.40445498E-1      2.88144917E-2      6.62337787E-1      7.25106503E-1      5.87547992E-1      9.16298952E-1
4.86000000E+2      8.18414776E-1      6.69083247E-1      7.30881785E-1      5.54721429E-3      4.66213280E-1      3.21077342E-1      6.03836778E-1      7.57359349E-1
4.87000000E+2      1.48500658E-1      3.22409407E-1      2.05056391E-1      7.98688838E-1      5.98514228E-1      9.99079135E-1      2.51225101E-1      3.04206820E-1
4.88000000E+2      2.81636877E-1      5.52811018E-1      8.87474016E-1      7.25756861E-1      3.05823690E-1      4.98794275E-1      5.71809634E-1      3.95233870E-1
4.89000000E+2      3.19416058E-1      1.91301227E-1      4.78073764E-1      2.43477268E-2      7.30769845E-2      2.12989153E-1      4.11074458E-1      1.62081782E-1
4.90000000E+2      3.40061270E-1      3.79087970E-1      4.12845668E-1      7.84122500E-1      1.02696542E-1      6.71712996E-1      1.48632785E-1      7.08871806E-1
4.91000000E+2      2.85461402E-1      3.48830203E-1      7.83561131E-1      7.61146299E-1      9.06049018E-1      8.03604977E-2      1.78116182E-2      6.72285036E-1
4.92000000E+2      6.51965731E-1      3.79565378E-1      2.63600607E-1      2.81784176E-1      9.02618844E-1      5.03101463E-1      5.03950052E-1      6.22750267E-1
4.93000000E+2      1.66577180E-1      6.47719420E-1      5.31348351E-1      1.44936573E-1      4.28213072E-1      5.58077626E-1      9.24117892E-1      6.69962239E-1
4.94000000E+2      1.45807802E-1      1.55936354E-2      8.79165849E-3      6.20566526E-1      4.77206898E-1      9.30150532E-1      3.69297320E-1      8.60650917E-1
4.95000000E+2      5.17351568E-2      8.30894683E-1      1.49676153E-1      3.73979927E-1      4.22867186E-1      9.18828864E-1      3.99621912E-1      3.30924971E-1
4.96000000E+2      5.51235556E-1      3.51430377E-1      5.70091387E-1      1.79027148E-1      8.74302859E-1      1.46421784E-1      9.33351311E-1      7.35789089E-1
4.97000000E+2      3.14508597E-1      3.41169286E-1      2.09475773E-1      2.43490494E-2      3.37959208E-1      4.74978343E-1      5.49384152E-1      7.17720372E-2
4.98000000E+2      7.10800149E-1      4.93960542E-1      6.57036296E-1      4.66567504E-1      6.22224322E-1      3.24390694E-1      9.36716479E-1      2.02148754E-2
4.99000000E+2      1.47273554E-1      2.89906950E-1      1.66003701E-1      3.01656462E-1      1.29531190E-2      1.36965385E-1      3.50423917E-1      2.60170279E-1
5.00000000E+2      3.08080743E-1      5.93389879E-1      8.67771172E-1      7.36051425E-1      4.42329494E-1      7.76200123E-1      8.59814586E-1      2.34702809E-1
5.01000000E+2      9.35260257E-2      6.60673753E-1      7.52297022E-1      8.70869132E-1      1.39334560E-1      7.60742183E-1      6.12153322E-2      9.30764859E-1
5.02000000E+2      1.79453294E-1      9.24127278E-1      4.48340698E-1      2.29425610E-1      5.63873722E-1      8.37404676E-1      3.48122787E-1      6.84435289E-1
5.03000000E+2      8.07915862E-1      5.87227698E-1      5.71077123E-1      8.82510191E-1      7.23461377E-1      4.23685959E-1      9.76020197E-1      9.91800541E-1
5.04000000E+2      3.28673348E-1      1.45322998E-1      8.21805745E-1      5.47755156E-1      3.77395381E-1      8.81273190E-1      7.80658444E-1      2.85583019E-1
5.05000000E+2      2.60203328E-1      1.19686674E-1      9.82883212E-1      6.64962763E-1      2.88825130E-1      3.92071344E-1      8.93692321E-1      5.96966495E-1
5.06000000E+2      2.27015375E-1      3.55539522E-1      2.32863356E-1      2.04174044E-1      1.13180472E-1      8.28988136E-1      5.71346049E-1      7.07440352E-1
5.07000000E+2      7.89468811E-1      3.90260697E-2      5.72720645E-1      5.68887526E-1      7.44798045E-1      1.87735422E-1      6.98687907E-2      3.39294065E-1
5.08000000E+2      8.03294367E-1      5.39857251E-1      9.40963445E-1      6.99738197E-1      8.68737743E-1      2.15709451E-1      5.75818235E-1      3.27944922E-1
5.09000000E+2      2.60509325E-1      3.31856505E-1      6.10448653E-1      3.98636522E-1      3.76796063E-1      9.69406583E-1      4.65387474E-1      7.37174939E-1
5.10000000E+2      6.86639547E-1      7.94062371E-1      9.66293568E-2      4.53671132E-1      9.03007345E-1      4.62983610E-1      5.65028846E-1      8.29579676E-2
